,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Story_Id,Title,Abstract
131,131,17.0,0.6402999758720398,"Hand, Kopf, Erde, Auge, Kind, Frau, Mutter, alt, Wald, Tier",394,Rettet den Wald - nur wie?,"Es ist Projektwoche und Vincent ist in der schlimmsten Arbeitsgruppe gelandet, die er sich vorstellen kann. Ausgerechnet mit der Streberin Leonie, der selbstverliebten Serafina und der stummen Malin soll er in den nächsten Tagen an einem selbst gewählten Klimawandel-Projekt arbeiten. Kann es noch schlimmer kommen?
Ja, und ob. 
Der Bürgermeister will nämlich Vincents Lieblingsort, den Stadtwald, abholzen, um neuen Wohnraum zu schaffen. 
Vincent will das unbedingt verhindern, doch er weiß nicht, wie. 
Ganz anders Leonie. Die schlaue und pfiffige Schülerin hat einen Plan, wie sie den Stadtwald retten und gleichzeitig ein tolles Klimawandel-Projekt auf die Beine stellen können. Leonie ist fest davon überzeugt, dass Malins stille Art, Serafinas Liebe zum Rampenlicht samt ihrem musikalischen Talent, Vincents Gespür fürs Detail und ihr Organisationstalent notwendig sind, um den Bürgermeister umzustimmen. 
Wird ihr Plan erfolgreich sein?
"
132,132,8.0,0.7526000142097473,"Auge, Vater, Mutter, Eltern, Tier, Welt, Kind, Haus, alt, Erde",396,Gefangen im Lager,"Klimawandel. Ich denke der Begriff war uns allen bekannt. Die meisten wussten über den Treibhauseffekt Bescheid, oder wussten von den Problemen die Mikroplastik in unseren Meeren verursachen. Trotzdem interessierten sich nur wenige dafür. Jetzt stehen wir an einem Punkt, an dem das Diskutieren nicht mehr hilft. Wälder brennen und die Menschheit steht direkt vor dem Abgrund. Gibt es eine Chance aus diesem Teufelskreis zu fliehen? Werden wirklich Millionen Tierarten aussterben, weil wir nicht in der Lage waren, auf Konsum zu verzichten. Mein Name ist Elly. Ich war schon immer fasziniert von der Vielfalt der Erde. Ist es nicht toll, dass wir die Chance haben ein Teil dieser Welt zu sein und sie mit unseren Taten zu beeinflussen. Ich meine, es gibt so viele Planeten und doch ist die Erde der einzige auf dem bisher Leben wirklich nachgewiesen wurde. Manche Menschen sagen, alleine kann man nichts bewegen. Also sollen wir ab jetzt nicht mehr zu Wahlen gehen, weil wir sowieso nicht beeinflussen können, was in unserer Gesellschaft passiert? Ihr müsst wissen, ich bin in einem kleinen Dorf aufgewachsen, weit weg von jeglicher Art von Zivilisation.  Dort gab es nur meine Familie und noch so ein paar Verrückte, die auf Stille standen, oder schon seit Generationen hier lebten. Meine Nachbarn besaßen einen Bauernhof mit vielen unterschiedlichen Tieren. Kühe, Schweine, … Ich habe sie oft besucht und mein Traum war es mal selbst Tiere zu halten. Ja, ich würde sagen, ich habe eine Bindung zu diesen Tieren aufgebaut und umso schwerer fiel es mir dabei zuzusehen, wie mein Lieblingsschwein geschlachtet wurde. Ich habe Tage geweint. Ich weiß, eine ganz schöne Ironie, wenn man bedenkt, dass ich täglich Schweinefleisch gegessen habe und es mich nie wirklich interessiert hat. Ich war sehr enttäuscht und traurig. Die Wahrheit ist, dieses Schwein hatte es wohl noch am besten, da es ein schönes Leben geführt hat und nicht wie die meisten Tiere in einem engen Stall eingesperrt war. Auf jeden Fall war das einer der Momente in meinem Leben in denen ich wusste, dass sich etwas ändern muss. Irgendjemand muss voran gehen und ein Vorbild gegenüber anderen sein. Ich begann damit Plastik zu sparen und meine Eltern zu überreden in der Nähe Urlaub zu machen. Ich hatte nicht mal das Gefühl etwas verpasst zu haben, im Gegenteil Deutschland konnte auch echt schön sein und eigentlich kam es viel mehr auf die Reisebegleitung an, als auf das Reisen an einen Speziellen Ort. Versteht mich nicht falsch, ich liebe das Meer auch, aber genau deshalb tue ich das ja auch. Ich ging zu Demonstrationen und postete Bilder von meinen Zielen in den sozialen Medien. Leider haben sich nur wenige für meine Themen interessiert. Gestern ist es dann passiert. Seit Wochen gab es Waldbrände in unseren Regionen und es war nur eine Frage der Zeit, bis sie uns erreichen würden. So kommen wir jetzt auch zu mir. Hier sitze ich also, in einem Lager in der nächst größeren Stadt...."
133,133,0.0,0.9988999962806702,"Auge, Mutter, Kind, Baum, Kopf, Vater, Hand, Wasser, Frau, Welt",398,"Gestern Kinder, wird es schneien ","Jordi und Teme sind Zwillinge, die unterschiedlicher nicht sein können: Teme liegt gern faul auf dem Sofa herum oder bastelt mit Elektronik. Jordi dagegen gärtnert auf dem Balkon im Sommer und denkt sich Pflanzen aus, die er in sein Buch malt. Durch die stetig steigernde Hitze fahren die Beiden im Sommer zu ihren Großeltern nach Brandenburg. Opa Paul erzählt ihnen Immer gern Geschichten von früher, gemeinsam vermissen sie den Schnee im Winter. Eines Tages finden Jordi und Teme im Garten eine Zeitkapsel von 2019. Teme hatte bislang nicht geglaubt, dass damals schon Menschen für eine umweltfreundliche Welt gekämpft haben und auf die Straßen gingen. Sie sieht den Planeten als hoffnungslosen Fall, doch Jordi will sie vom Gegenteil überzeugen. "
134,134,0.0,0.9991000294685364,"Auge, Mutter, Kind, Baum, Kopf, Vater, Hand, Wasser, Frau, Welt",399,54 Zähne für das Great Barrier Reef,"Als der Doktorfisch Haratoui mit seinem Freund Dagalou durch das Great Barrier Reef schwimmt, passieren sie ausgeblichene Korallen und Plastikflaschen. Haratoui berichtet seinem Freund, dass der letzte Weißspitzen-Riffhai in Australien gestorben ist. Dagalou lässt das unbeeindruckt. Er freute sich sogar. Doch Haratoui ist besorgt. Er fragt sich, ob der ganze Müll im Ozean bald auch seinen Lebensraum zerstört. Da schwimmt plötzlich Haidame Zoeyla auf sie zu und bittet um Hilfe. Denn ohne Haie würde es bald auch den Doktorfischen an den Kragen gehen, erklärt sie. Daher soll Haratoui ihr Botschafter werden und  alle Meeresbewohner überzeugen, den Müll aus dem Ozean in die herabgelassenen Fischernetze zu stopfen, damit er an Land recycelt werden kann."
135,135,18.0,0.9991999864578247,"Baum, Frau, Haus, Tier, Auge, mein, Wald, Mama, Kind, Wasser",400,Ava und die weißen Raben,"Waldbrände, Wirbelstürme, Überschwemmungen: Die Fernsehnachrichten sind voll davon. Doch die 12jährige Ava achtet kaum darauf, zu alltäglich sind diese Naturkatastrophen geworden. Sie ärgert sich vor allem, dass sie die Sommerferien bei der schrecklichen Großtante Malva verbringen muss, wo sie sich zu Tode langweilt. Denn Avas Eltern, die für eine Rettungsorganisation arbeiten, befinden sich gerade weit weg auf einer Pazifikinsel: Dort helfen sie, Menschen zu evakuieren, bevor die Insel überflutet wird. 
Als Ava einen geheimnisvollen Ring findet und dieser sie in den Wald zu drei weißen Raben führt, kommt ein wenig Abwechslung in ihre langweiligen Ferien: die Raben erzählen ihr, dass sie Boten der Naturgötter sind und der Götterversammlung berichten, was sich auf der Erde zuträgt.
Schon bald wird Ava die Hilfe der weißen Raben brauchen: Die Nachrichten melden, dass ein gefährlicher Wirbelsturm auf die Insel zurast, auf der sich Avas Eltern befinden. Ava ist verzweifelt: Wie kann sie ihre Eltern nur retten? Sie ruft die weißen Raben herbei. Gemeinsam machen sie sich auf die Reise zur Versammlung der Götter. Doch wie wird es Ava gelingen, die Naturgötter zum Eingreifen zu bewegen? Schließlich sind die Menschen selbst schuld am Zustand der Erde. Doch Ava beweist Mut und ein gutes Herz…"
136,136,1.0,0.5482000112533569,"Vater, Mutter, Hand, Papa, Erde, Wasser, alt, Freund, Kopf, mein",401,Eine magische Unterwasserreise,"Jasmine ist ein 12 jähriges Mädchen mit kristallfarbenen Augen, die aufgrund ihres dunklen Hauttons herausstechen. Sie wächst in armen Verhältnissen auf muss eines Tages ihr Zuhause verlassen, in dem sie ihre glückliche Kindheit erlebt hat, weil dort Hotelanlagen gebaut werden. Sie ist sehr traurig darüber und möchte etwas ändern. Eines Tages bekommt sie von einer sprechendenen Schildkröte Besuch, die ihr durch ein magisches Portal sowohl die Zukunft als auch die versteckte Lage der Wasserlebewesen zeigt. Jasmine bekommt die Mission auf ihrer Weise etwas für die Umwelt zu tun.. "
137,137,18.0,0.4207000136375427,"Baum, Frau, Haus, Tier, Auge, mein, Wald, Mama, Kind, Wasser",403,Keinland Kela,"Keinland Kela

Yasha ist auf der Flucht. Zusammen mit Jakob, dem Küchengehilfen ihrer Eltern, flieht sie in die Berge. Notgedrungen fliehen sie aus ihrem Heimatland, in dem es zwischen extremem Reichtum und extremer Armut nur verpestete Luft, karge Böden und Krankheit gibt. Ihre Eltern wurden verschleppt, ihr Haus verwüstet und zerstört und ohne Jakob wäre Yasha dort niemals heil rausgekommen. Jakob ist fest entschlossen die kleine Yasha in Sicherheit zu bringen, denn er weiß von einem Ort, an dem alles besser ist: Kela. Ein Land, das kein Land ist, das keine Flughäfen kennt und keine Gefängnisse braucht. Doch Jakob trägt ein Geheimnis mit in die Berge und es ist ungewiss, ob sie beide jemals an diesem sicheren Ort ankommen werden."
138,138,8.0,0.7128000259399414,"Auge, Vater, Mutter, Eltern, Tier, Welt, Kind, Haus, alt, Erde",406,Die Neujahrsnacht,"In der Neujahrsnacht treffen sich Ilhan und Leni. Ganz unvorbereitet. Sie sind wach. Sie können sich nur hören. Sie leben an unterschiedlichsten Orten der Welt. Ilhan lebt in Ruqi, Somaliland. Leni verbringt den Jahreswechsel in Tannheim, Österreich. Sie entdecken, wie unterschiedlich ihrer beider Leben sind. Und doch sind sie ähnlich. Sie lernen sich kennen und hören voneinander, wie das sich verändernde Klima ihr Leben auf ganz unterschiedliche Weise beeinflusst. Sie wünschen sich nur eins für das neue Jahr, da sind sie sich einig: ""Dass wir alles haben, was wir zum Leben brauchen."" Ilhan und Leni sind gespannt, was das im neuen Jahr bedeuten wird."
139,139,11.0,0.5112000107765198,"Auge, Welt, Haus, Baum, Hand, Erde, Frau, Eltern, Luft, alt",407,Borkenherz,"Als Junge, der in einem Dorf geboren worden ist, kennt David sich mit wundersamen Bäumen aus, doch als er in der großen Stadt dem Waldgeist Ramiru begegnet, fehlen David die Worte.
Ramiru braucht Hilfe. Bis zum nächsten Abend muss er einen anderen Waldgeist gefunden haben, um seine Pflicht als Waldgeist erfüllen zu können. Findet er keinen, muss er sterben.
David verspricht, dem kleinen Gesellen zu helfen, doch braucht es viel mehr als bloßen Willen, dem kleinen Waldgeist das Leben zu retten."
140,140,5.0,0.9990000128746033,"Tier, Frau, Wald, Auge, Haus, Vater, alt, mein, Mutter, Freund",408,Rocken wir die Natur,"Rocken wir die Natur

Eine Geschichte so bittersüß und ehrlich, dass sie zum Nachdenken anregt. Befassen wir uns wieder mehr mit unserer Natur. Seien wir wieder ein Teil von ihr und zerstören nicht, was wir am meisten brauchen."
141,141,8.0,0.7469000220298767,"Auge, Vater, Mutter, Eltern, Tier, Welt, Kind, Haus, alt, Erde",409,Wo ist der Winter?,"Leon ist ein ganz normaler Schüler. Alle ändert sich, als er mit seinen Eltern Fotos von früher ansieht. Er stellt fest, dass er den Winter vermisst und beschließt sein Leben radikal zu ändern."
142,142,1.0,0.7996000051498413,"Vater, Mutter, Hand, Papa, Erde, Wasser, alt, Freund, Kopf, mein",410,Denk mal drüber nach!,"Lucy will nur eins: zeichnen und in Ruhe gelassen werden von Ole, diesem Ökospinner. Der hält sie für eine dumme Kuh, weil sie gedankenlos Unmengen von Verpackungsmüll verursacht und diesen noch nicht einmal trennt. Mit seinen Vorhaltungen geht Ole Lucy mächtig auf die Nerven und dann wohnt er auch noch im selben Haus. Das verspricht einen stürmischen Sommer!"
143,143,18.0,0.4609000086784363,"Baum, Frau, Haus, Tier, Auge, mein, Wald, Mama, Kind, Wasser",411,Die Container-Bande,"Weggeworfenes Essen aus Supermarkt-Containern holen - das soll verboten sein? Juni ist stinksauer. Und bringt ihren großen Bruder dazu, sie mitzunehmen zum Containern. Keine 24 Stunden später bereut er seine Entscheidung bitterlich. Aber Juni weiß schon, wie sie alles wieder zum Guten wenden kann."
144,144,1.0,0.7886000275611877,"Vater, Mutter, Hand, Papa, Erde, Wasser, alt, Freund, Kopf, mein",412,Der Mangobaum,"Freddy und Agbesi leben in völlig unterschiedlichen Welten. Der eine in Ghana, Afrika. Der andere in Deutschland. Doch beide Jungen beschäftigt der Klimawandel - wenn auch auf unterschiedliche Art und Weise. Und beide haben das gleiche Ziel: die Welt ein kleines bisschen besser machen, soweit es in ihren Möglichkeiten steht. Und obwohl sie sich niemals persönlich kennen lernen, geben sie sich trotzdem gegenseitig Ansporn und Hoffnung. Und vor allem das Gefühl, nicht allein zu sein. Denn es ist egal, wer man ist oder wo man herkommt - jeder kann seinen kleinen Teil beitragen. Und dann gibt es auch Hoffnung..."
145,145,19.0,0.9812999963760376,"Hand, Schule, mein, Frau, Kind, Mutter, alt, Erde, Tier, Papa",414,Kräftige Gespräche,"Auf Meeren rennen 

Ich, Kathi, möchte durch meine Kleidung Geschichten erzählen können. So beginnt mein Abenteuer in die Welt des Klimawandels und der Mode. Ich lerne viel von meinen Eltern und Freunden und sehe, wie schön unsere Welt ist durch die verschiedenen Kulturen, die sie bereichern, durch gesunde Globalisierung. Es soll weiter so sein, und der Klimawandel kein Hindernis dessen. Mit meiner Freude an der Natur werde ich mich dafür einsetzen. Es fängt alles an mit Geschichten, recycelten Fischernetzen und tollen Menschen… damit alles immer weiter blühen und erzählen kann. 
"
146,146,5.0,0.5042999982833862,"Tier, Frau, Wald, Auge, Haus, Vater, alt, mein, Mutter, Freund",416,Risse in der Wolkenwand - Elimo und die Klimakrankheit,"Die Klimakrankheit ist überall: Immer mehr Himmelsbewohner atmen die giftigen Schadstoffe der Erde ein, die durch die gefährlichen Risse in der Wolkenwand zu ihnen hineindringen. Die Donnergroller husten, die Windpuster klagen über Kopfschmerzen, die Hände der Sonnenspiegelerinnen zittern. Der zwölfjährige Elimo ist verzweifelt über diese Ungerechtigkeit - bis er selbst durch eine Öffnung im Himmelsboden stürzt und sich inmitten der verseuchten Menschenwelt wiederfindet. 

Wird er es schaffen die Menschen zum Umdenken zu bewegen? Und das, bevor er selbst klimakrank wird? Nur wenn die Luft entgiftet ist, hat Elimo eine Chance nachhause in die Wolkenwelt zurückzukehren. 
"
147,147,12.0,0.6850000023841858,"Auge, Erde, Hand, Baum, Schule, Welt, Eltern, Papa, Wasser, Frau",417,Zukunft von Stella Schmitt und Emilia Kunz,"Seitdem die Neue in Emilias Klasse geht, interessiert sich keiner mehr für die Umwelt. Demos sind uncool. Emilia will trotzdem für die Umwelt kämpfen und auf die Freitags-Demo gehen. Doch dann sagt auch ihre beste Freundin ab – und für Emilia beginnt ein Kampf gegen den Zicken-Terror, Selbstzweifel und andere Gemeinheiten."
148,148,18.0,0.7275999784469604,"Baum, Frau, Haus, Tier, Auge, mein, Wald, Mama, Kind, Wasser",418,Unsere Welt nach Covid-19,"Wer hätte sich beim ausgelassenen Feiern am Faschingsdienstag gedacht, dass plötzlich die Welt zum Stillstand kommt?
Wer hätte gedacht, dass uns ein winzig kleines Virus, das nicht einmal zu den Mikroorganismen zählt, uns in die Knie zwingt?
Aber vielleicht ist dieses Virus, das uns auf Distanz hält, und uns dennoch einander näherbringt, Teil der Lösung? Wir müssen darüber nachdenken, wie wir unsere Zukunft gestalten werden und in welche Richtung wir gehen... nach Covid-19..."
149,149,17.0,0.9988999962806702,"Hand, Kopf, Erde, Auge, Kind, Frau, Mutter, alt, Wald, Tier",419,Die kleine Prinzessin,"Eine verwöhnte Prinzessin trifft auf einen armen Küchenjungen. Die Welten der beiden sind sehr verschieden. Kann die Prinzessin aber vielleicht etwas von dem jungen Mann lernen und ihr Weltbild ändern?
Eine liebevolle Geschichte über das Erwachsenwerden und wie man lernt Dinge zu hinterfragen. "
150,150,7.0,0.6312999725341797,"Erde, Kind, Auge, Vater, Hand, Mutter, Haus, Wasser, Schule, Mama",421,Allein bist du die Welle,"Allein bist du die Welle


Erik und Lennart haben den ganzen Vormittag Müll am Strand und im Wasser gesammelt. Mit dicken Handschuhen und einer Mülltüte sind sie durch den Sand gelaufen, haben Trinkha"
151,151,8.0,0.8235999941825867,"Auge, Vater, Mutter, Eltern, Tier, Welt, Kind, Haus, alt, Erde",423,Die drei Klimavögel,"Seit ein paar Wochen beobachtet Lina die Vogelfamilie mit ihren drei Küken. Doch plötzlich bemerkt sie gelbe Blätter in dem Baum, in dem sie nisten. Dabei ist es doch erst Juni! Haben die gelben Blätter vielleicht etwas mit dem sehr heißen, trockenen Sommer zu tun? Mit ihrer besten Freundin Sophie und dem geheimnisvollen Nerd Finn fasst Lina den Plan, den Baum und die Vogelfamilie zu retten. Schnell wird klar: Sie müssen etwas für das Klima tun und brauchen hierbei die Hilfe ihrer Mitschüler. Ob sich Linas zurückhaltende Freundin Sophie sogar dazu überwinden kann, dafür vor der ganzen Klasse zu sprechen?"
152,152,1.0,0.5845999717712402,"Vater, Mutter, Hand, Papa, Erde, Wasser, alt, Freund, Kopf, mein",424,Hope,"Ich hielt kurz inne, dann duckte ich mich in die Ruinen eines einst stattlichen Gebäudes. Keinen Augenblick zu früh. Heiser drang der Ruf einer pechschwarzen, flügellahmen Krähe durch die einbrechende Dunkelheit. Gespenstisch suchend tasteten die Lichtfinger der Scheinwerfer eines Androidengleiters durch die Dämmerung...."
153,153,8.0,0.47679999470710754,"Auge, Vater, Mutter, Eltern, Tier, Welt, Kind, Haus, alt, Erde",426,Klimaheld,"""Ich jedenfalls hab jetzt schon genug vom Klimawandel, so viel steht fest."" Jona ist kein Klimaheld, egal, was die anderen von ihm behaupten. Und seit er sich in der Schule damit auseinandersetzen muss, geht ihm das Thema gehörig auf die Nerven - zumal es schlimme Erinnerungen wachruft, die Jona nur schwer ertragen kann. Erst als er Noah kennenlernt, ändert er seine Meinung und gemeinsam kämpfen sie für ihre Zukunft."
154,154,6.0,0.5157999992370605,"Auge, Tier, Mutter, Hand, Erde, Baum, Kind, Kopf, Eltern, Haus",427,Arche Nora,"Nora staunt nicht schlecht, als sie eines Morgens einen Eisbären in ihrem Garten entdeckt.  Und am Tag darauf ein Zebra. Und dann einen Luchs. Papageien, Feldhamster, Adler und Füchse - die Tiere sind überall und folgen ihr überall hin. Für Nora steht schnell fest: Irgendwie muss sie den Tieren helfen. Aber wie, wenn doch alle Erwachsenen den Kopf in den Sand stecken?"
155,155,10.0,0.9991000294685364,"Auge, Wasser, Baum, Kopf, Frau, Mutter, Erde, alt, Tier, Haus",428,Das Märchen vom Igel ohne Winterschlaf,"Als ein kleiner Igel von der Wärme aus dem Winterschlaf gerissen wird, begibt er sich zu einem Weiher. Doch als er daraus trinkt, weckt er eine Schildkröte aus ihrer Winterstarre! Die ungleichen Freunde beschließen, nach Norden zu reisen. Auf ihrer Reise begegnen sie gefiederten Freunden und gemeingefährlichen Gegnern. Wird der Igel irgendwann geschützt von Menschen doch noch seinen Winterschlaf halten können?"
156,156,11.0,0.5199999809265137,"Auge, Welt, Haus, Baum, Hand, Erde, Frau, Eltern, Luft, alt",429,Wasserwelten,"Das Festland - Wüsten, überschwemmte Landstriche und kaum noch atembare Luft. Städte, die Sauerstoff aus dem Meer filtern, von einer riesigen Glaskuppel abgeschirmt. Mittendrin ein Junge, der sich in einer neuen Welt zurechtfindet - vertraut und doch ganz anders. Leon trifft in seiner neuen Heimat auf Mara. Auch durch ihre Hilfe erfährt er neue Eindrücke, die sein weiteres Leben prägen."
157,157,12.0,0.9988999962806702,"Auge, Erde, Hand, Baum, Schule, Welt, Eltern, Papa, Wasser, Frau",432,Kein Plastik mehr im Meer,"Endlich Sommerferien! Nele kann ihr Glück noch gar nicht fassen. Mit ihren Eltern und ihrem jüngeren Bruder Tim verbringt sie ihre Ferien am Ostsee Strand. An einem Strandtag soll Nele auf ihren Bruder aufpassen. Nur einen kurzen Moment ist Nele abgelenkt und Tim verschwunden. Zum Glück findet sie ihn wieder! Aber Tim ist nicht allein, er hat in der Zwischenzeit Bekanntschaft mit jemanden gemacht. Nick, ein Junge von der Küste und selbst ernannter Umweltaktivist.  Diese Begegnung rettet nicht nur einer verletzten Robbe das Leben, sondern bringt Nele ins Grübeln. Kann auch sie einen Beitrag für den Erhalt plastikfreier Strände leisten?"
158,158,18.0,0.9988999962806702,"Baum, Frau, Haus, Tier, Auge, mein, Wald, Mama, Kind, Wasser",433,Ein Niemand sein,"EIN NIEMAND SEIN


Die dreizehn jährige Nola und ihr bester Freund Jan spazieren gemütlich im Kieswald, doch plötzlich hören sie ein lautes Blitzlichtgewitter. Schnell folgen sie den Geräuschen und entdecken ein Paar. Sie knipsen unaufhörlich Fotos von der alten Birke, die Nola besonders gerne hat. Hier spielt sie oft in ihrer Freizeit. Als das Paar die beiden entdeckt, schickt die Frau sie sofort nach Hause und meint es gehe sie nichts an, was sie hier machen. Schweren Herzens liefen Nola und Jan heim, aber im Fernsehen wird daraufhin von einer Wald-Mafia berichtet. Das lässt sich Nola auf jeden Fall nicht entgehen. Ist es nur ein Zufall oder sind die Bäume im Kieswald wirklich gefährdet?"
159,159,4.0,0.6209999918937683,"Erde, Baum, Haus, Wald, Frau, Auge, nächst, mein, Kind, Kopf",436,Der CO2-Riese,"Malek kann nicht einschlafen. Seine große Schwester Alia überlegt sich wie jede Nacht eine Geschichte für ihn, aber für Feengeschichten fühlt sich Malek schon zu groß. Er möchte eine Geschichte über Monster hören. Alia beginnt ihm vom CO2-Riesen zu erzählen, der mit der Zeit immer größer und heißer wird, weil er die CO2-Fußabdrücke der Menschen frisst. Doch es bleibt nicht bei der Gute Nacht Geschichte, sondern auch tagsüber lässt ihm das Thema keine Ruhe mehr. Was als nächstes passiert versetzt die ganze Familie in Schrecken. Aber am Ende wird Malek bewusst, dass man nicht alleine und hilflos ist, sondern alle Menschen zusammen gegen den CO2-Riesen kämpfen können und das ist gar nicht so schwer."
160,160,11.0,0.5587999820709229,"Auge, Welt, Haus, Baum, Hand, Erde, Frau, Eltern, Luft, alt",438,Eleonore will die Welt retten,"Eleonore ist eine Hexe und hat im Schulunterricht den Klimawandel durchgenommen. Nun ist sie frustiert, weil niemand etwas dagegen tut. 
Also begibt sie sich auf die Suche nach einem Zauber, der alles wieder geraderückt. Allerdings ist das gar nicht so einfach und sie stößt auf Hindernisse, aber auch unerwartete Hilfe."
161,161,5.0,0.9258000254631042,"Tier, Frau, Wald, Auge, Haus, Vater, alt, mein, Mutter, Freund",439,Ein neues altes Zuhause,"Als der zehnjährige Timo eines Abends im Internet surft und Bilder vom abgebrannten Regenwald in Australien sieht, interessiert ihn der Umweltschutz herzlich wenig. Australien war ja schließlich so weit weg. Diese Einstellung ändert sich bald völlig. Denn nachdem er eingeschlafen ist, wacht er im Traum mitten in der australischen Wildnis wieder auf. Dort trifft er den sprechenden Koala Koly, der durch den Brand des Regenwalds sein Zuhause verloren hat. Er erklärt dem Jungen, dass durch jede gute Klima-Tat ein neuer Baum wächst. Daraufhin verspricht Timo dem Koala , ihm dabei zu helfen, den Wald wiederherzustellen."
162,162,12.0,0.7657999992370605,"Auge, Erde, Hand, Baum, Schule, Welt, Eltern, Papa, Wasser, Frau",440,Die letzten Bienen,"Die Welt von Lina und Tim ist durch das unberechenbare Klima der Erde bestimmt. Durch die völlig aus dem Rhythmus gebrachten Jahreszeiten, gibt es so gut wie keine Bienen mehr. Während der Ferien bei ihren Großeltern auf dem Land entdecken die beiden Geschwister im anliegenden Wald eine völlig versteckte Welt voller fantastischer Lebewesen und den letzten Bienen. Gemeinsam mit den Waldbewohnern versuchen sie diese zu retten. "
163,163,6.0,0.597000002861023,"Auge, Tier, Mutter, Hand, Erde, Baum, Kind, Kopf, Eltern, Haus",442,Vier auf der Suche nach Memory,"Fridolin war ratlos. Was sollte er jetzt machen? Hilflos schaute er sich um. Wo waren denn nur seine Freunde? Wo waren Frieda, Murks und Eddi Li? Und wo waren alle anderen? 
Während seines Winterschlafes  hatte sich alles in seinem Wald verändert. Zusammen mit seinen drei Freunden machte sich Fridolin auf die Suche nach Memory, der Blume des Erinnerns. Von ihr erhofften sie sich Hilfe."
164,164,18.0,0.9907000064849854,"Baum, Frau, Haus, Tier, Auge, mein, Wald, Mama, Kind, Wasser",443,Der hölzerne Globus,"Rana und Ole finden auf dem Dachboden in einer alten Truhe einen hölzernen Globus, der einmal Oles Großmutter gehört hat. Doch irgendwie sehen die Kontinente nicht so aus, wie die Freunde sie kennen - zeigt er vielleicht die Erde, wie sie vor Millionen von Jahren aussah?
Schnell finden die Kinder heraus, dass es sich keineswegs um die Vergangenheit, sondern die Zukunft handelt, in der Teile der heutigen Landflächen vom steigenden Meeresspiegel verschluckt wurden.
Sie finden heraus, wie es so weit kommen konnte und beschließen, selbst etwas gegen den drohenden Klimawandel zu tun."
165,165,6.0,0.9990000128746033,"Auge, Tier, Mutter, Hand, Erde, Baum, Kind, Kopf, Eltern, Haus",444,Die heimlichen Herrscher des Waldes,"Morgens in der Schule sind Torben, Mesud und Leonie einfach Torben, Mesud und Leonie. Doch am Nachmittag, wenn sie gemeinsam den Wald durchstreifen, verwandeln sie sich in Leonora die Waldelfe, Messi den Kobold und Tor den Krieger, und sie sind die heimlichen Herrscher des Waldes. Eines Tages wird der Wald krank, und die drei sind fest entschlossen, ihm zu helfen."
166,166,7.0,0.9990000128746033,"Erde, Kind, Auge, Vater, Hand, Mutter, Haus, Wasser, Schule, Mama",445,Lisas tolle Auto-Erfindung,"Lisa findet es sollte viel mehr Autos mit Öko-Strom geben. Deshalb macht sie eine Erfindung, die es noch nie auf der Erde gegeben hat. Ob es wohl klappt, dass diese neuen Autos irgendwann auf der Straße fahren?"
167,167,12.0,0.5425999760627747,"Auge, Erde, Hand, Baum, Schule, Welt, Eltern, Papa, Wasser, Frau",446,Die Bienenflüsterin,"Lara ist ein schüchternes Mädchen, dass sich nach einem Bienenstich in ein Insekt verwandelt. Schnell findet sie eine Artgenossin, Lilly als Freundin. Sie nimmt Lara mit und zeigt ihr die Welt ihres Bienenvolkes. Das Mädchen lernt die Probleme der Bienen kennen und beschließt den Tieren zu helfen. Nach einem spannenden Abenteuer, kann sich Lara zurück verwandeln und gründet einen Block über Bienen.  Dadurch werden im ganzen Land Blumenwiesen gesät und gepostet. "
168,168,12.0,0.5813000202178955,"Auge, Erde, Hand, Baum, Schule, Welt, Eltern, Papa, Wasser, Frau",448,Mein Kampf gegen Plastik,"Hallo, mein Name ist Kaya und ich bin 13 Jahre alt.
In meiner Geschichte erzähle ich von meinem Kampf gegen Plastik. Bei meinem Versuch, unsere Insel zu retten und dabei auch meinen Eltern zu helfen, erlebte ich einiges (manchmal knapp am Tod vorbei) und sammelte viele Erfahrungen.
Dabei geht es um Gesundheit, Hilfsbereitschaft, Freundschaft und natürlich um die Umwelt ."
169,169,0.0,0.9991000294685364,"Auge, Mutter, Kind, Baum, Kopf, Vater, Hand, Wasser, Frau, Welt",450,Kein' Bock auf Projektwoche,"„Proooojektwocheeeee“, trällerte Frau Wald. Während sie das sagte, hob sie die Hände in die Luft, wackelte aufgeregt mit den Fingern und riss die Augen weit auf. Jonas war sich sicher, sie hatte auch im Takt mit dem Kopf gewackelt. 
Die Frau ist irre, dachte er. 
"
170,170,5.0,0.6818000078201294,"Tier, Frau, Wald, Auge, Haus, Vater, alt, mein, Mutter, Freund",451,Die magische Reise in den Himalaya,"An einem ganz gewöhnlichen Tag erfährt der Koboldjunge Jonathan, dass die Erde in Gefahr ist. 
Mit seinen neun Jahren hat er bisher friedlich mit seiner Familie im bayerischen Wald gelebt und hatte seine sicheren Grenzen noch nie übertreten. 
Doch bald macht er sich zusammen mit seinen Freunden auf eine lange und abenteuerliche Reise. Gemeinsam wollen sie herausfinden, wie sie der Erde helfen können. "
